year	title	rating	author	content	hash	webpage
2021	Raya and the Last Dragon	7.3	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/raya_and_the_last_dragon_2021
2021	Swan Song	6.8	Claire Johnson	A good choice to spent the Sunday evening	e44cec129161b59938ea7ad2f7df2b74	https://myspace.us/claires_word/movies/claire_johnson/swan_song_2021
2021	The 27-Hour Day	6.7	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_27-hour_day_2021
2001	The Royal Tenenbaums	7.6	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/the_royal_tenenbaums_2001
2022	Moses Storm: Trash White	7.3	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/moses_storm:_trash_white_2022
2022	The Lost City	6.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_lost_city_2022
2021	Infinitum: Subject Unknown	5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/infinitum:_subject_unknown_2021
2022	A Second Chance at Love	6.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/a_second_chance_at_love_2022
2022	The Issue with Elvis	5.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_issue_with_elvis_2022
2022	Seize the Night	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/seize_the_night_2022
2015	Cinderella	6.9	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/cinderella_2015
2022	The Loyola Project	7.7	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/the_loyola_project_2022
2021	You Me & the Christmas Trees	6.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/you_me_&_the_christmas_trees_2021
2022	The Irish Connection	6.2	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_irish_connection_2022
2008	Mamma Mia!	6.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/mamma_mia!_2008
2022	Planning on Forever	6.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/planning_on_forever_2022
2022	Resurrection	5.9	Clint Brinner	Awesome movie! It scared the hell out of me	54c8bf709f98c82cc721109f6a18008f	https://cars_n_movies.com/movie_reviews/clint_brinner/resurrection_2022
2021	Strip Down Rise Up	5.2	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/strip_down_rise_up_2021
2021	The Good Boss	7.2	Clint Brinner	I didn't understand the dialogues cause i don't speak spanish	728f583f5029680f2018ca231a357fec	https://cars_n_movies.com/movie_reviews/clint_brinner/the_good_boss_2021
2022	Frank and Penelope	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/frank_and_penelope_2022
2021	Pick A Side	5.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/pick_a_side_2021
2021	You Had Me at Aloha	6.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/you_had_me_at_aloha_2021
2021	Things Don't Stay Fixed	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/things_don't_stay_fixed_2021
2022	Fire Island	6.7	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/fire_island_2022
2021	Taking a Shot at Love	7.1	Clint Brinner	A good movie to watch with your couple	1b8cf3493264f24ce1ca9596b2deeda0	https://cars_n_movies.com/movie_reviews/clint_brinner/taking_a_shot_at_love_2021
2021	The Score	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/the_score_2021
2021	This Little Love of Mine	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/this_little_love_of_mine_2021
2022	The Only	6.6	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/the_only_2022
2021	Wired Shut	5.8	Clint Brinner	Awesome movie! It scared the hell out of me	54c8bf709f98c82cc721109f6a18008f	https://cars_n_movies.com/movie_reviews/clint_brinner/wired_shut_2021
2022	Purple Hearts	6.7	Clint Brinner	Too long! i got asleep	a53b25e51721b113cc146034b57e02e2	https://cars_n_movies.com/movie_reviews/clint_brinner/purple_hearts_2022
2022	GoldenEra	6.9	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/goldenera_2022
2021	Tollbooth	5.6	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/tollbooth_2021
2021	Pig	6.9	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/pig_2021
2021	Palmer	7.2	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/palmer_2021
2021	Shang-Chi and the Legend of the Ten Rings	7.4	Clint Brinner	A good choice to spent the Sunday evening	321237400ca9174ca0504a13619cc57d	https://cars_n_movies.com/movie_reviews/clint_brinner/shang-chi_and_the_legend_of_the_ten_rings_2021
2022	Funny Pages	6.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/funny_pages_2022
2021	Torn from Her Arms	6.2	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/torn_from_her_arms_2021
2022	All the Old Knives	6.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/all_the_old_knives_2022
2021	Shock Docs Amityville Horror House	6.4	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/shock_docs_amityville_horror_house_2021
2022	Donkeyhead	6.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/donkeyhead_2022
1988	Working Girl	6.8	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/working_girl_1988
2022	Father of the Bride	5.9	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/father_of_the_bride_2022
1992	Glengarry Glen Ross	7.7	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/glengarry_glen_ross_1992
2022	Terry Bradshaw: Going Deep	6.3	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/terry_bradshaw:_going_deep_2022
2021	Untold: Crimes and Penalties	7.4	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/untold:_crimes_and_penalties_2021
2022	A Splash of Love	6	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/a_splash_of_love_2022
2022	Clowning	5.3	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/clowning_2022
2021	The Santa Stakeout	6.4	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/the_santa_stakeout_2021
2022	Groundswell	6.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/groundswell_2022
2021	Scarborough	7.1	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/scarborough_2021
2021	The Justice of Bunny King	6.6	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_justice_of_bunny_king_2021
2021	Veneciafrenia	5.1	Clint Brinner	I didn't understand the dialogues cause i don't speak spanish	728f583f5029680f2018ca231a357fec	https://cars_n_movies.com/movie_reviews/clint_brinner/veneciafrenia_2021
2022	Hello Bookstore	8	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/hello_bookstore_2022
2022	Love You Anyway	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/love_you_anyway_2022
2022	Curse of the Macbeths	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/curse_of_the_macbeths_2022
2021	See You Next Christmas	5.2	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/see_you_next_christmas_2021
2013	Blue Jasmine	7.3	Clint Brinner	A good movie to watch with your couple	1b8cf3493264f24ce1ca9596b2deeda0	https://cars_n_movies.com/movie_reviews/clint_brinner/blue_jasmine_2013
2021	Reopening Night	6.1	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/reopening_night_2021
2021	Spirit Untamed	5.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/spirit_untamed_2021
2021	River	7.2	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/river_2021
2022	Elizabeth: The Unseen Queen	7.3	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/elizabeth:_the_unseen_queen_2022
2022	The Hyperions	5.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_hyperions_2022
2021	Toying with the Holidays	6.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/toying_with_the_holidays_2021
2022	Love & Gelato	5.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/love_&_gelato_2022
2021	Road to Perth	5.2	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/road_to_perth_2021
2022	Home2Home	7.4	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/home2home_2022
2021	Procession	7.2	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/procession_2021
2021	South Beach Love	6	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/south_beach_love_2021
2012	The Hobbit: An Unexpected Journey	7.8	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/the_hobbit:_an_unexpected_journey_2012
2022	County Line: All In	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/county_line:_all_in_2022
2022	Shattered	5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/shattered_2022
2021	The Slow Hustle	6.5	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/the_slow_hustle_2021
2022	Just One Kiss	6.8	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/just_one_kiss_2022
2022	The Sixth Secret	5.6	Clint Brinner	Not really a Scary movie	36a5cef2e698ae586a0a7ff9491e4746	https://cars_n_movies.com/movie_reviews/clint_brinner/the_sixth_secret_2022
2018	A Star Is Born	7.6	Clint Brinner	A good movie to watch with your couple	1b8cf3493264f24ce1ca9596b2deeda0	https://cars_n_movies.com/movie_reviews/clint_brinner/a_star_is_born_2018
2021	To Catch a Spy	6.2	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/to_catch_a_spy_2021
2021	Red Snow	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/red_snow_2021
2021	Red Rocket	7.2	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/red_rocket_2021
2021	Wrong Turn	5.5	Clint Brinner	Awesome movie! It scared the hell out of me	54c8bf709f98c82cc721109f6a18008f	https://cars_n_movies.com/movie_reviews/clint_brinner/wrong_turn_2021
2022	Z-O-M-B-I-E-S 3	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/z-o-m-b-i-e-s_3_2022
2021	Robbo: The Bryan Robson Story	7.5	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/robbo:_the_bryan_robson_story_2021
2022	11M: Terror in Madrid	6.9	Clint Brinner	I didn't understand the dialogues cause i don't speak spanish	728f583f5029680f2018ca231a357fec	https://cars_n_movies.com/movie_reviews/clint_brinner/11m:_terror_in_madrid_2022
2022	Bill Burr: Live at Red Rocks	7.7	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/bill_burr:_live_at_red_rocks_2022
2016	Our Kind of Traitor	6.2	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/our_kind_of_traitor_2016
2021	Phil Wang: Philly Philly Wang Wang	6	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/phil_wang:_philly_philly_wang_wang_2021
2021	The Lost Daughter	6.7	Clint Brinner	Too long! i got asleep	a53b25e51721b113cc146034b57e02e2	https://cars_n_movies.com/movie_reviews/clint_brinner/the_lost_daughter_2021
2022	Lotawana	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/lotawana_2022
2006	The Good Shepherd	6.7	Clint Brinner	Too long! i got asleep	a53b25e51721b113cc146034b57e02e2	https://cars_n_movies.com/movie_reviews/clint_brinner/the_good_shepherd_2006
2022	Road Trip Romance	4.9	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/road_trip_romance_2022
2005	Elizabethtown	6.3	Clint Brinner	Too long! i got asleep	a53b25e51721b113cc146034b57e02e2	https://cars_n_movies.com/movie_reviews/clint_brinner/elizabethtown_2005
2022	Apollo 10½: A Space Age Childhood	7.3	Clint Brinner	A good choice to spent the Sunday evening	321237400ca9174ca0504a13619cc57d	https://cars_n_movies.com/movie_reviews/clint_brinner/apollo_10½:_a_space_age_childhood_2022
2021	To Which We Belong	7	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/to_which_we_belong_2021
2022	I Do (But I Don't)	5.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/i_do_(but_i_don't)_2022
2021	The Ghost and the Tout Too	6.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_ghost_and_the_tout_too_2021
2021	Queenpins	6.3	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/queenpins_2021
2021	Sold Out	5.7	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/sold_out_2021
2021	The Bezonians	6.1	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/the_bezonians_2021
2022	Chip 'n Dale: Rescue Rangers	7	Clint Brinner	Yeahh! This movie is definitely a must see	714e6f2486a4abca2966e073e0960fc9	https://cars_n_movies.com/movie_reviews/clint_brinner/chip_'n_dale:_rescue_rangers_2022
2019	Drunk Parents	4	Clint Brinner	Not bad but definitely overrated	fa88a88b60b08cc6f3e437fbf0a3d4ce	https://cars_n_movies.com/movie_reviews/clint_brinner/drunk_parents_2019
2021	The Middle Man	5.9	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_middle_man_2021
1993	Loaded Weapon 1	6.2	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/loaded_weapon_1_1993
2022	Catwoman: Hunted	5.5	Clint Brinner	it is a bit far fetched but a good movie overall	224a3bf5c84b6b64dfff026780f08710	https://cars_n_movies.com/movie_reviews/clint_brinner/catwoman:_hunted_2022
2021	Royal Blossom	5.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/royal_blossom_2021
2022	Taylor Tomlinson: Look at You	7.3	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/taylor_tomlinson:_look_at_you_2022
2000	Timecode	6.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/timecode_2000
2021	West Side Story	7.2	Clint Brinner	A good movie to watch with your couple	1b8cf3493264f24ce1ca9596b2deeda0	https://cars_n_movies.com/movie_reviews/clint_brinner/west_side_story_2021
2015	Mr. Holmes	6.8	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/mr._holmes_2015
2022	Gold	5.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/gold_2022
2022	The Sound of Scars	7.7	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/the_sound_of_scars_2022
2022	Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/teen_titans_go!_&_dc_super_hero_girls:_mayhem_in_the_multiverse_2022
2021	Sweet Girl	5.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/sweet_girl_2021
2021	Wedding Cake Dreams	6	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/wedding_cake_dreams_2021
2021	The Cabin	5.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_cabin_2021
2022	Holy Heist	6.1	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/holy_heist_2022
2022	Anything's Possible	5.1	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/anything's_possible_2022
2022	No Woman No Try	6.1	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/no_woman_no_try_2022
2022	The Hall: Honoring the Greats of Stand-Up	6.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/the_hall:_honoring_the_greats_of_stand-up_2022
2021	Sonsational	5.8	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/sonsational_2021
2022	Christmas in Toyland	6.5	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/christmas_in_toyland_2022
2021	Untold: Caitlyn Jenner	6.4	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/untold:_caitlyn_jenner_2021
2022	Cristela Alonzo: Middle Classy	6.7	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/cristela_alonzo:_middle_classy_2022
2021	The Addams Family 2	5.4	Clint Brinner	Not really a Scary movie	36a5cef2e698ae586a0a7ff9491e4746	https://cars_n_movies.com/movie_reviews/clint_brinner/the_addams_family_2_2021
2021	Saints & Sinners Judgment Day	6.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/saints_&_sinners_judgment_day_2021
2022	Deep in the Heart: A Texas Wildlife Story	7.6	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/deep_in_the_heart:_a_texas_wildlife_story_2022
2021	Silent Night	5.7	Clint Brinner	Not really a Scary movie	36a5cef2e698ae586a0a7ff9491e4746	https://cars_n_movies.com/movie_reviews/clint_brinner/silent_night_2021
2021	Trust	5.3	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/trust_2021
2021	The Laws of the Border	6.9	Clint Brinner	I didn't understand the dialogues cause i don't speak spanish	728f583f5029680f2018ca231a357fec	https://cars_n_movies.com/movie_reviews/clint_brinner/the_laws_of_the_border_2021
2021	The Story of Film: A New Generation	7.3	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/the_story_of_film:_a_new_generation_2021
1999	Notting Hill	7.2	Clint Brinner	A good movie to watch with your couple	1b8cf3493264f24ce1ca9596b2deeda0	https://cars_n_movies.com/movie_reviews/clint_brinner/notting_hill_1999
2022	The 49th Annual Daytime Emmy Awards	8.2	Clint Brinner	A good choice to spent the Saturday evening	caafa7322c06029b6b8b99fe8df1e194	https://cars_n_movies.com/movie_reviews/clint_brinner/the_49th_annual_daytime_emmy_awards_2022
2021	The Way of Miracles	7.3	Clint Brinner	A good Documentary	7931347a2ab0bb9d75c311d76f342493	https://cars_n_movies.com/movie_reviews/clint_brinner/the_way_of_miracles_2021
2021	One of Ours	5.8	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/one_of_ours_2021
2022	As They Made Us	5.7	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/as_they_made_us_2022
2021	The Girl Who Got Away	5.4	Clint Brinner	Awesome movie! It scared the hell out of me	54c8bf709f98c82cc721109f6a18008f	https://cars_n_movies.com/movie_reviews/clint_brinner/the_girl_who_got_away_2021
2021	Our Towns	6.4	Clint Brinner	A good movie even for a Documentary	9eb482c6a449fc1a869fa71b07631ba8	https://cars_n_movies.com/movie_reviews/clint_brinner/our_towns_2021
2022	Swap Me Baby	5.4	Clint Brinner	That's what I call a great choice!	71392b4f303f8190e0e5ecd161128646	https://cars_n_movies.com/movie_reviews/clint_brinner/swap_me_baby_2022
2021	Superhost	5.5	Clint Brinner	Awesome movie! It scared the hell out of me	54c8bf709f98c82cc721109f6a18008f	https://cars_n_movies.com/movie_reviews/clint_brinner/superhost_2021
2021	Operation Varsity Blues	6.9	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/operation_varsity_blues_2021
1997	Insomnia	7.2	Jim Mc-Cauling	it is a bit far fetched but a good movie overall	032487083f98051a1633402f1b291df2	https://blockbusted.org/jim/jim_mc-cauling/insomnia_1997
2022	Honor Society	6.5	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/honor_society_2022
2021	Seaspiracy	8.1	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/seaspiracy_2021
2021	The Land of Owls	5.7	Jim Mc-Cauling	That's what I call a great choice!	04a7095d541df08a2b9760295f450a5f	https://blockbusted.org/jim/jim_mc-cauling/the_land_of_owls_2021
2021	The Beta Test	6.1	Jim Mc-Cauling	Not really a Scary movie	41f1e88898355c77bc4300de4b290776	https://blockbusted.org/jim/jim_mc-cauling/the_beta_test_2021
2022	Shut In	5.9	Jim Mc-Cauling	Awesome movie! It scared the hell out of me	648c4d78bc1f6c6336d2ac0bb03dee3d	https://blockbusted.org/jim/jim_mc-cauling/shut_in_2022
2021	The United Way	7.2	Jim Mc-Cauling	A good movie even for a Documentary	6c8b398f9c83cd35a7fa9421d9d1b8a7	https://blockbusted.org/jim/jim_mc-cauling/the_united_way_2021
